 
 
 
Job Number: 19-D0966 WL 0494109             State/Country: AB                                                                       
Company: Ridgeback Resources                Declination: 14.10°                         
Lease/Well: Ridgeback Hz Lochend            Grid: True                                  
Location: 7-13-26-3                         File name: C:\WINSERVE\966-SP1.SVY          
Rig Name: Horizon 23                        Date/Time: 09-Nov-19 / 01:10                
RKB: 1224.69                                Curve Name: Surveys                         
G.L. or M.S.L.: 1219                        
 
 
 
                            Pacesetter Directional Drilling                             
 
 
 
                              WINSERVE SURVEY CALCULATIONS                              
                                Minimum Curvature Method                                
                            Vertical Section Plane   286.63                             
      Vertical Section Referenced to offset from Wellhead: EW =.00  m , NS=.00  m       
                     Rectangular Coordinates Referenced to Wellhead                     
 
 
 
 Measured     Incl       Drift      True                           Vertical    Dogleg     Subsea   
   Depth      Angle    Direction  Vertical      N-S        E-W      Section   Severity      TVD    
  Meters       Deg        Deg       Depth     Meters     Meters     Meters     Deg/30m    Meters   
                                                                                        
    3147.04      85.56     270.26    2089.77     757.31   -1111.71    1281.95       5.10    -865.08
    3156.50      86.26     271.39    2090.45     757.45   -1121.15    1291.03       4.21    -865.76
    3166.13      86.13     270.28    2091.09     757.59   -1130.76    1300.27       3.47    -866.40
    3175.86      86.45     269.94    2091.72     757.61   -1140.47    1309.58       1.44    -867.03
    3185.50      86.99     269.97    2092.27     757.60   -1150.09    1318.80       1.68    -867.58
                                                                                        
    3195.01      87.56     270.47    2092.72     757.64   -1159.59    1327.92       2.39    -868.03
    3204.48      88.11     270.48    2093.08     757.72   -1169.05    1337.00       1.74    -868.39
    3213.95      87.42     269.69    2093.45     757.73   -1178.51    1346.08       3.32    -868.76
    3223.58      86.64     269.06    2093.95     757.62   -1188.13    1355.26       3.12    -869.26
    3233.28      86.90     269.29    2094.49     757.49   -1197.81    1364.50       1.07    -869.80
                                                                                        
                                                                                        
                                                                                        
                                        PAGE - 7                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
 Measured     Incl       Drift      True                           Vertical    Dogleg     Subsea   
   Depth      Angle    Direction  Vertical      N-S        E-W      Section   Severity      TVD    
  Meters       Deg        Deg       Depth     Meters     Meters     Meters     Deg/30m    Meters   
    3241.92      87.66     268.24    2094.90     757.30   -1206.44    1372.71       4.50    -870.21
    3251.51      87.43     268.17    2095.31     757.00   -1216.02    1381.80        .75    -870.62
    3260.99      86.89     268.91    2095.78     756.76   -1225.48    1390.80       2.90    -871.09
    3270.49      86.89     269.30    2096.30     756.61   -1234.97    1399.85       1.23    -871.61
    3280.07      85.97     270.12    2096.90     756.56   -1244.53    1409.00       3.86    -872.21
                                                                                        
    3289.54      85.97     269.84    2097.56     756.56   -1253.98    1418.05        .88    -872.87
    3299.00      86.02     269.44    2098.22     756.50   -1263.41    1427.07       1.28    -873.53
    3308.46      85.86     268.82    2098.89     756.36   -1272.85    1436.07       2.03    -874.20
    3318.12      85.65     268.66    2099.61     756.14   -1282.48    1445.24        .82    -874.92
    3327.60      86.32     270.12    2100.27     756.04   -1291.94    1454.27       5.07    -875.58
                                                                                        
    3337.19      86.66     270.18    2100.86     756.07   -1301.51    1463.45       1.08    -876.17
    3346.77      86.77     269.02    2101.41     756.00   -1311.07    1472.59       3.64    -876.72
    3356.25      86.28     268.93    2101.98     755.83   -1320.53    1481.61       1.58    -877.29
    3365.74      86.88     269.35    2102.55     755.69   -1330.00    1490.65       2.31    -877.86
    3375.21      87.94     270.35    2102.98     755.67   -1339.46    1499.70       4.61    -878.29
                                                                                        
    3384.80      88.35     270.52    2103.29     755.74   -1349.05    1508.91       1.39    -878.60
    3394.38      88.55     270.04    2103.55     755.78   -1358.63    1518.10       1.63    -878.86
    3403.98      88.56     270.21    2103.79     755.81   -1368.22    1527.30        .53    -879.10
    3413.47      88.56     269.68    2104.03     755.80   -1377.71    1536.39       1.67    -879.34
    3422.94      88.84     269.49    2104.24     755.73   -1387.18    1545.44       1.07    -879.55
                                                                                        
    3432.44      88.35     269.44    2104.47     755.64   -1396.67    1554.51       1.56    -879.78
    3441.91      87.42     270.11    2104.82     755.60   -1406.14    1563.57       3.63    -880.13
    3451.39      87.49     270.05    2105.24     755.62   -1415.61    1572.65        .29    -880.55
    3460.85      87.32     269.51    2105.67     755.58   -1425.06    1581.69       1.79    -880.98
    3470.33      87.72     269.44    2106.08     755.49   -1434.53    1590.74       1.29    -881.39
                                                                                        
    3479.92      87.46     268.96    2106.49     755.36   -1444.11    1599.88       1.71    -881.80
    3489.50      87.57     268.60    2106.90     755.15   -1453.68    1608.99       1.18    -882.21
    3499.09      87.40     267.86    2107.32     754.86   -1463.25    1618.08       2.37    -882.63
    3508.53      87.45     267.34    2107.75     754.46   -1472.68    1627.00       1.66    -883.06
    3518.02      86.99     267.25    2108.21     754.02   -1482.14    1635.94       1.48    -883.52
                                                                                        
    3527.50      87.60     268.42    2108.65     753.66   -1491.61    1644.91       4.17    -883.96
    3536.99      87.97     268.95    2109.02     753.44   -1501.09    1653.93       2.04    -884.33
    3546.47      88.06     268.88    2109.35     753.26   -1510.56    1662.95        .36    -884.66
    3555.95      87.45     270.00    2109.72     753.17   -1520.03    1672.00       4.03    -885.03
    3565.44      87.38     270.85    2110.15     753.24   -1529.51    1681.11       2.69    -885.46
                                                                                        
    3574.92      87.50     270.99    2110.57     753.39   -1538.98    1690.22        .58    -885.88
    3584.57      87.64     271.09    2110.98     753.57   -1548.62    1699.51        .53    -886.29
    3594.02      87.77     270.44    2111.36     753.69   -1558.06    1708.59       2.10    -886.67
    3603.52      87.75     270.87    2111.73     753.80   -1567.55    1717.72       1.36    -887.04
    3613.01      87.56     270.47    2112.12     753.91   -1577.04    1726.83       1.40    -887.43
                                                                                        
    3631.97      87.09     270.46    2113.00     754.07   -1595.97    1745.03        .74    -888.31
    3651.04      87.05     270.41    2113.98     754.21   -1615.02    1763.31        .10    -889.29
                                                                                        
                                                                                        
                                        PAGE - 8                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
 Measured     Incl       Drift      True                           Vertical    Dogleg     Subsea   
   Depth      Angle    Direction  Vertical      N-S        E-W      Section   Severity      TVD    
  Meters       Deg        Deg       Depth     Meters     Meters     Meters     Deg/30m    Meters   
                                                                                        
    3670.04      87.26     268.96    2114.92     754.11   -1633.99    1781.47       2.31    -890.23
    3689.17      87.24     268.74    2115.84     753.72   -1653.10    1799.66        .35    -891.15
    3708.19      87.92     269.07    2116.64     753.36   -1672.10    1817.76       1.19    -891.95
    3727.16      88.23     269.08    2117.28     753.05   -1691.05    1835.84        .49    -892.59
    3746.24      89.66     269.83    2117.63     752.87   -1710.13    1854.06       2.54    -892.94
                                                                                        
    3755.73      89.40     269.41    2117.71     752.81   -1719.62    1863.14       1.56    -893.02
    3765.32      88.75     270.28    2117.86     752.78   -1729.21    1872.32       3.40    -893.17
    3774.79      88.37     270.31    2118.10     752.83   -1738.68    1881.40       1.21    -893.41
    3784.28      87.31     271.12    2118.46     752.95   -1748.16    1890.52       4.22    -893.77
    3793.87      87.24     271.57    2118.92     753.17   -1757.73    1899.76       1.42    -894.23
                                                                                        
    3803.37      88.07     271.23    2119.30     753.41   -1767.22    1908.92       2.83    -894.61
    3812.85      88.05     271.25    2119.63     753.61   -1776.70    1918.06        .09    -894.94
    3822.32      88.15     270.93    2119.94     753.79   -1786.16    1927.18       1.06    -895.25
    3831.80      88.79     270.12    2120.19     753.88   -1795.63    1936.28       3.27    -895.50
    3841.30      87.65     269.68    2120.49     753.86   -1805.13    1945.37       3.86    -895.80
                                                                                        
    3850.80      87.70     269.77    2120.87     753.82   -1814.62    1954.46        .32    -896.18
    3860.28      88.91     270.05    2121.15     753.80   -1824.10    1963.53       3.93    -896.46
    3869.78      90.51     271.33    2121.20     753.92   -1833.60    1972.67       6.47    -896.51
    3879.28      90.87     270.63    2121.09     754.08   -1843.09    1981.81       2.49    -896.40
    3888.74      91.01     269.88    2120.93     754.12   -1852.55    1990.89       2.42    -896.24
                                                                                        
    3898.25      90.85     269.76    2120.78     754.09   -1862.06    1999.99        .63    -896.09
    3907.74      90.61     269.87    2120.66     754.06   -1871.55    2009.07        .83    -895.97
    3917.24      90.72     269.99    2120.55     754.05   -1881.05    2018.17        .51    -895.86
    3926.74      90.91     269.78    2120.41     754.03   -1890.55    2027.27        .89    -895.72
    3936.25      91.23     269.00    2120.23     753.93   -1900.06    2036.35       2.66    -895.54
                                                                                        
    3945.70      90.02     269.63    2120.13     753.82   -1909.51    2045.37       4.33    -895.44
    3955.29      89.53     269.56    2120.17     753.75   -1919.09    2054.54       1.55    -895.48
    3964.77      89.47     269.72    2120.25     753.69   -1928.57    2063.61        .54    -895.56
    3974.25      89.28     269.63    2120.35     753.63   -1938.05    2072.67        .67    -895.66
    3983.73      88.63     270.24    2120.53     753.62   -1947.53    2081.75       2.82    -895.84
                                                                                        
    3993.21      88.41     271.24    2120.77     753.75   -1957.01    2090.87       3.24    -896.08
    4002.67      88.62     270.45    2121.02     753.89   -1966.46    2099.97       2.59    -896.33
    4012.14      88.36     269.82    2121.27     753.91   -1975.93    2109.04       2.16    -896.58
    4021.61      88.04     269.30    2121.56     753.83   -1985.40    2118.09       1.93    -896.87
    4031.20      89.13     269.84    2121.80     753.76   -1994.98    2127.26       3.81    -897.11
                                                                                        
    4040.67      89.61     269.73    2121.91     753.73   -2004.45    2136.32       1.56    -897.22
    4050.17      89.32     268.89    2121.99     753.61   -2013.95    2145.39       2.81    -897.30
    4059.76      89.23     269.06    2122.12     753.44   -2023.54    2154.53        .60    -897.43
    4069.26      88.94     267.59    2122.27     753.16   -2033.03    2163.54       4.73    -897.58
    4078.76      88.41     267.43    2122.49     752.75   -2042.52    2172.52       1.75    -897.80
                                                                                        
    4088.27      87.98     266.75    2122.79     752.27   -2052.01    2181.48       2.54    -898.10
                                                                                        
                                                                                        
                                        PAGE - 9                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
 Measured     Incl       Drift      True                           Vertical    Dogleg     Subsea   
   Depth      Angle    Direction  Vertical      N-S        E-W      Section   Severity      TVD    
  Meters       Deg        Deg       Depth     Meters     Meters     Meters     Deg/30m    Meters   
                                                                                        
    4097.77      88.97     266.96    2123.04     751.75   -2061.50    2190.41       3.20    -898.35
    4107.27      89.92     268.61    2123.13     751.38   -2070.99    2199.40       6.01    -898.44
    4116.75      90.31     269.73    2123.11     751.24   -2080.47    2208.44       3.75    -898.42
    4126.24      90.43     270.16    2123.05     751.23   -2089.96    2217.54       1.41    -898.36
    4135.74      90.10     270.07    2123.01     751.25   -2099.46    2226.64       1.08    -898.32
                                                                                        
    4145.21      89.68     271.53    2123.02     751.39   -2108.92    2235.75       4.81    -898.33
    4154.66      89.18     271.99    2123.12     751.68   -2118.37    2244.89       2.16    -898.43
    4164.13      87.94     272.39    2123.36     752.04   -2127.83    2254.05       4.13    -898.67
    4173.59      86.81     272.63    2123.79     752.45   -2137.27    2263.22       3.66    -899.10
    4183.21      86.84     272.55    2124.32     752.89   -2146.87    2272.54        .27    -899.63
                                                                                        
    4192.68      86.66     272.91    2124.86     753.34   -2156.31    2281.71       1.27    -900.17
    4202.18      86.72     272.18    2125.41     753.76   -2165.78    2290.91       2.31    -900.72
    4211.68      87.26     271.00    2125.91     754.02   -2175.27    2300.08       4.09    -901.22
    4221.18      87.70     270.76    2126.32     754.17   -2184.76    2309.21       1.58    -901.63
    4230.78      88.49     270.45    2126.64     754.27   -2194.35    2318.43       2.65    -901.95
                                                                                        
    4240.26      88.80     270.30    2126.87     754.33   -2203.83    2327.53       1.09    -902.18
    4249.74      88.37     269.69    2127.10     754.33   -2213.31    2336.61       2.36    -902.41
    4259.23      87.06     268.75    2127.48     754.20   -2222.79    2345.66       5.10    -902.79
    4268.83      87.43     268.67    2127.94     753.98   -2232.37    2354.78       1.18    -903.25
    4278.31      87.18     268.31    2128.39     753.73   -2241.84    2363.78       1.39    -903.70
                                                                                        
    4287.79      86.93     267.76    2128.87     753.41   -2251.30    2372.75       1.91    -904.18
    4297.34      86.96     267.58    2129.38     753.02   -2260.83    2381.77        .57    -904.69
    4306.94      88.04     268.18    2129.80     752.67   -2270.41    2390.85       3.86    -905.11
    4316.53      88.13     267.18    2130.12     752.28   -2279.99    2399.92       3.14    -905.43
    4326.11      88.26     267.33    2130.42     751.82   -2289.56    2408.95        .62    -905.73
                                                                                        
    4335.58      88.17     266.98    2130.72     751.35   -2299.01    2417.88       1.14    -906.03
    4345.06      88.28     266.74    2131.01     750.83   -2308.47    2426.79        .84    -906.32
    4354.62      88.32     266.30    2131.30     750.25   -2318.01    2435.77       1.39    -906.61
    4364.11      87.48     266.82    2131.64     749.68   -2327.47    2444.67       3.12    -906.95
    4373.58      87.71     267.06    2132.04     749.18   -2336.92    2453.58       1.05    -907.35
                                                                                        
    4383.22      87.33     265.37    2132.46     748.54   -2346.53    2462.61       5.39    -907.77
    4392.69      85.86     266.07    2133.02     747.84   -2355.96    2471.44       5.16    -908.33
    4402.31      86.28     267.55    2133.68     747.30   -2365.54    2480.47       4.79    -908.99
    4411.79      86.76     268.04    2134.26     746.94   -2375.00    2489.42       2.17    -909.57
    4421.27      86.48     268.09    2134.82     746.62   -2384.45    2498.39        .90    -910.13
                                                                                        
    4430.87      86.67     267.17    2135.39     746.22   -2394.03    2507.46       2.93    -910.70
    4440.34      87.93     266.45    2135.84     745.70   -2403.47    2516.35       4.60    -911.15
    4449.82      87.71     266.45    2136.20     745.11   -2412.93    2525.25        .70    -911.51
    4459.40      87.54     266.40    2136.59     744.51   -2422.48    2534.23        .55    -911.90
    4468.91      87.28     265.86    2137.02     743.87   -2431.96    2543.13       1.89    -912.33
                                                                                        
    4478.37      88.03     266.34    2137.41     743.23   -2441.39    2551.98       2.82    -912.72
                                                                                        
                                                                                        
                                       PAGE - 10                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
                                                                                        
 Measured     Incl       Drift      True                           Vertical    Dogleg     Subsea   
   Depth      Angle    Direction  Vertical      N-S        E-W      Section   Severity      TVD    
  Meters       Deg        Deg       Depth     Meters     Meters     Meters     Deg/30m    Meters   
                                                                                        
    4487.85      88.47     265.67    2137.70     742.57   -2450.84    2560.85       2.54    -913.01
    4497.43      89.84     266.21    2137.84     741.89   -2460.40    2569.81       4.61    -913.15
    4507.07      90.78     265.79    2137.79     741.22   -2470.01    2578.83       3.20    -913.10
    4516.53      90.16     265.42    2137.71     740.49   -2479.45    2587.66       2.29    -913.02
    4525.99      89.85     264.06    2137.71     739.63   -2488.87    2596.44       4.42    -913.02
                                                                                        
    4535.59      89.27     264.23    2137.78     738.65   -2498.42    2605.31       1.89    -913.09
    4545.07      89.30     263.96    2137.90     737.67   -2507.84    2614.06        .86    -913.21
Final MWD Survey                                                                        
    4553.00      88.92     262.91    2138.02     736.76   -2515.72    2621.35       4.22    -913.34
Straight Line To TD                                                                     
    4570.00      88.92     262.91    2138.35     734.67   -2532.59    2636.91        .00    -913.66
