Depth	Gamma
3474.60	66.00
3474.80	66.80
3475.00	66.40
3475.20	68.40
3475.40	69.60
3475.60	67.20
3475.80	66.80
3476.00	63.60
3476.20	63.20
3476.40	59.60
3476.60	61.80
3476.80	62.40
3477.00	62.60
3477.20	62.80
3477.40	62.40
3477.60	64.40
3477.80	67.60
3478.00	66.80
3478.20	63.47
3478.40	63.20
3478.60	66.40
3478.80	61.60
3479.00	63.20
3479.20	64.40
3479.40	64.50
3479.60	63.10
3479.80	62.40
3480.00	62.80
3480.20	65.60
3480.40	65.20
3480.60	62.27
3480.80	62.80
3481.00	65.20
3481.20	64.60
3481.40	63.60
3481.60	63.20
3481.80	59.60
3482.00	63.60
3482.20	64.13
3482.40	65.60
3482.60	67.60
3482.80	68.80
3483.00	68.40
3483.20	67.20
3483.40	66.16
3483.60	65.68
3483.80	65.20
3484.00	66.40
3484.20	68.80
3484.40	66.80
3484.60	63.52
3484.80	63.36
3485.00	63.20
3485.20	64.40
3485.40	65.60
3485.60	62.20
3485.80	64.80
3486.00	65.60
3486.20	65.36
3486.40	64.88
3486.60	64.40
3486.80	63.40
3487.00	63.60
3487.20	65.20
3487.40	64.40
3487.60	63.20
3487.80	62.50
3488.00	61.90
3488.20	60.40
3488.40	62.80
3488.60	67.60
3488.80	68.00
3489.00	66.80
3489.20	66.80
3489.40	66.00
3489.60	66.20
3489.80	67.20
3490.00	63.60
3490.20	64.40
3490.40	63.20
3490.60	63.00
3490.80	63.40
3491.00	65.00
3491.20	66.80
3491.40	68.40
3491.60	69.00
3491.80	66.80
3492.00	65.33
3492.20	63.87
3492.40	62.40
3492.60	66.80
3492.80	65.60
3493.00	64.80
3493.20	66.40
3493.40	64.40
3493.60	64.40
3493.80	65.20
3494.00	69.00
3494.20	70.40
3494.40	68.80
3494.60	65.60
3494.80	63.60
3495.00	64.40
3495.20	65.20
3495.40	68.40
3495.60	62.40
3495.80	60.80
3496.00	61.20
3496.20	62.80
3496.40	63.60
3496.60	62.40
3496.80	66.40
3497.00	67.20
3497.20	64.80
3497.40	63.20
3497.60	62.40
3497.80	60.80
3498.00	62.80
3498.20	68.80
3498.40	66.40
3498.60	62.80
3498.80	63.20
3499.00	66.40
3499.20	66.40
3499.40	69.40
3499.60	68.40
3499.80	65.60
3500.00	66.40
3500.20	66.80
3500.40	66.40
3500.60	66.60
3500.80	68.40
3501.00	66.20
3501.20	66.80
3501.40	66.40
3501.60	66.00
3501.80	67.20
3502.00	68.40
3502.20	66.80
3502.40	63.60
3502.60	65.20
3502.80	64.40
3503.00	65.60
3503.20	66.93
3503.40	62.80
3503.60	65.60
3503.80	65.60
3504.00	65.20
3504.20	68.40
3504.40	66.00
3504.60	63.60
3504.80	67.00
3505.00	67.80
3505.20	67.60
3505.40	62.80
3505.60	62.00
3505.80	62.40
3506.00	66.40
3506.20	66.80
3506.40	67.60
3506.60	66.80
3506.80	68.80
3507.00	65.60
3507.20	63.60
3507.40	66.80
3507.60	67.60
3507.80	67.20
3508.00	65.60
3508.20	65.20
3508.40	68.80
3508.60	67.60
3508.80	67.73
3509.00	65.60
3509.20	66.50
3509.40	65.90
3509.60	63.60
3509.80	63.60
3510.00	65.73
3510.20	66.40
3510.40	62.80
3510.60	62.40
3510.80	68.40
3511	63.8
3511.2	64
3511.4	65.6
3511.6	66.8
3511.8	63.6
3512	66.8
3512.2	66.4
3512.4	66.8
3512.6	68.8
3512.8	67.6
3513	67.6
3513.2	65.2
3513.4	66.8
3513.6	67
3513.8	67.2
3514	67.2
3514.2	65.6
3514.4	66.8
3514.6	71.6
3514.8	66.8
3515	65.6
3515.2	61.6
3515.4	67.2
3515.6	68
3515.8	68.8
3516	66.4
3516.2	69.6
3516.4	68.4
3516.6	68.4
3516.8	63.2
3517	63.87
3517.2	65.2
3517.4	63.2
3517.6	69.6
3517.8	68.8
3518	68.8
3518.2	68.4
3518.4	66.8
3518.6	66.67
3518.8	66.4
3519	67.2
3519.2	67.6
3519.4	67.2
3519.6	69.4
3519.8	69.6
3520	69.6
3520.2	67.2
3520.4	66.4
3520.6	65.2
3520.8	64.4
3521	65.2
3521.2	66.4
3521.4	67.6
3521.6	64.4
3521.8	67.33
3522	68
3522.2	68.4
3522.4	62.8
3522.6	64.4
3522.8	64.4
3523	63.2
3523.2	63.6
3523.4	63.6
3523.6	71.6
3523.8	70.4
3524	70.6
3524.2	69.6
3524.4	67.33
3524.6	65.2
3524.8	65.47
3525	66.2
3525.2	69.2
3525.4	71.6
3525.6	69.6
3525.8	65.6
3526	65
3526.2	66.67
3526.4	68.8
3526.6	66.4
3526.8	65.33
3527	65.6
3527.2	66.8
3527.4	66.4
3527.6	65.87
3527.8	64.6
3528	66.4
3528.2	67.2
3528.4	65.6
3528.6	68.8
3528.8	69.6
3529	67.6
3529.2	66.8
3529.4	67.6
3529.6	68.4
3529.8	70
3530	67.6
3530.2	66.4
3530.4	67.2
3530.6	68.6
3530.8	68.6
3531	69.2
3531.2	68.8
3531.4	67.6
3531.6	66.8
3531.8	65.6
3532	67.47
3532.2	68.4
3532.4	68.4
3532.6	65.4
3532.8	66.4
3533	64.8
3533.2	63.2
3533.4	63.2
3533.6	64
3533.8	64.4
3534	64.4
3534.2	65.2
3534.4	66.8
3534.6	66.8
3534.8	65.2
3535	63.4
3535.2	65.6
3535.4	69.2
3535.6	67.33
3535.8	63.6
3536	65
3536.2	66.4
3536.4	66.4
3536.6	65.6
3536.8	67.6
3537	66.8
3537.2	69.2
3537.4	69.6
3537.6	67.2
3537.8	66.67
3538	66.4
3538.2	67
3538.4	66.8
3538.6	66.4
3538.8	62.8
3539	63
3539.2	63.8
3539.4	65.8
3539.6	66.8
3539.8	65.2
3540	67
3540.2	67.6
3540.4	67.2
3540.6	67.6
3540.8	68.4
3541	67.6
3541.2	66.4
3541.4	67.2
3541.6	66.4
3541.8	65.6
3542	67.6
3542.2	66.6
3542.4	65
3542.6	63.6
3542.8	63.2
3543	63.6
3543.2	65.6
3543.4	70.4
3543.6	65.6
3543.8	66.8
3544	68.8
3544.2	71.2
3544.4	67.2
3544.6	65.6
3544.8	65.2
3545	67.2
3545.2	66.8
3545.4	68.4
3545.6	68.4
3545.8	67.8
3546	69.47
3546.2	71.6
3546.4	72.4
3546.6	72.4
3546.8	67.2
3547	67.6
3547.2	69.6
3547.4	69.6
3547.6	67.6
3547.8	67.07
3548	67.6
3548.2	68.8
3548.4	68.4
3548.6	67.6
3548.8	67.6
3549	68.4
3549.2	68.8
3549.4	69.47
3549.6	70.8
3549.8	68.6
3550	67.4
3550.2	67.2
3550.4	66.8
3550.6	68.4
3550.8	68.4
3551	69
3551.2	68.4
3551.4	67.4
3551.6	67.87
3551.8	68.4
3552	71.2
3552.2	68.8
3552.4	67.6
3552.6	67.8
3552.8	72.8
3553	72.6
3553.2	72.4
3553.4	66
3553.6	65.2
3553.8	64.4
3554	65.2
3554.2	67.6
3554.4	69.2
3554.6	68.4
3554.8	67.8
3555	67.2
3555.2	67
3555.4	66.6
3555.6	66.8
3555.8	69.47
3556	69.2
3556.2	69.6
3556.4	72.8
3556.6	66.8
3556.8	63.87
3557	62.8
3557.2	65.2
3557.4	63.2
3557.6	64.4
3557.8	65.6
3558	66.8
3558.2	69.6
3558.4	70.8
3558.6	68.2
3558.8	64.4
3559	66.27
3559.2	67.33
3559.4	67.6
3559.6	65.6
3559.8	65.6
3560	65.6
3560.2	67.6
3560.4	67.6
3560.6	67.4
3560.8	67.2
3561	69.6
3561.20	68.60
3561.40	68.80
3561.60	69.20
3561.80	69.20
3562.00	68.80
3562.20	69.60
3562.40	70.93
3562.60	70.20
3562.80	67.20
3563.00	66.40
3563.20	68.40
3563.40	71.60
3563.60	69.60
3563.80	68.80
3564.00	67.60
3564.20	66.00
3564.40	64.40
3564.60	66.80
3564.80	69.60
3565.00	66.80
3565.20	66.40
3565.40	65.87
3565.60	66.80
3565.80	68.67
3566.00	71.60
3566.20	71.20
3566.40	71.60
3566.60	69.20
3566.80	68.40
3567.00	69.20
3567.20	66.80
3567.40	67.07
3567.60	67.60
3567.80	67.20
3568.00	67.20
3568.20	66.40
3568.40	66.80
3568.60	66.80
3568.80	67.60
3569.00	66.93
3569.20	65.60
3569.40	67.20
3569.60	67.60
3569.80	66.80
3570.00	65.60
3570.20	66.40
3570.40	66.40
3570.60	65.40
3570.80	65.60
3571.00	66.67
3571.20	67.20
3571.40	67.20
3571.60	68.40
3571.80	70.00
3572.00	70.80
3572.20	69.87
3572.40	68.80
3572.60	67.40
3572.80	69.80
3573.00	72.40
3573.20	73.60
3573.40	71.60
3573.60	70.60
3573.80	69.00
3574.00	66.80
3574.20	66.80
3574.40	67.20
3574.60	68.40
3574.80	69.60
3575.00	67.20
3575.20	68.40
3575.40	69.20
3575.60	70.80
3575.80	65.60
3576.00	66.20
3576.20	69.20
3576.40	68.40
3576.60	67.00
3576.80	66.80
3577.00	67.20
3577.20	67.00
3577.40	67.20
3577.60	67.20
3577.80	70.40
3578.00	72.40
3578.20	70.40
3578.40	72.00
3578.60	71.20
3578.80	68.40
3579.00	65.60
3579.20	63.20
3579.40	66.40
3579.60	70.80
3579.80	68.80
3580.00	70.80
3580.20	68.60
3580.40	67.00
3580.60	66.00
3580.80	66.80
3581.00	69.00
3581.20	70.40
3581.40	69.60
3581.60	70.80
3581.80	72.20
3582.00	72.80
3582.20	69.60
3582.40	69.60
3582.60	65.60
3582.80	66.80
3583.00	66.20
3583.20	65.60
3583.40	65.20
3583.60	65.60
3583.80	66.00
3584.00	66.00
3584.20	66.60
3584.40	67.60
3584.60	68.40
3584.80	68.80
3585.00	69.20
3585.20	67.60
3585.40	65.60
3585.60	66.20
3585.80	67.87
3586.00	69.20
3586.20	68.80
3586.40	65.80
3586.60	67.00
3586.80	70.40
3587.00	68.80
3587.20	70.80
3587.40	69.60
3587.60	67.20
3587.80	64.40
3588.00	63.60
3588.20	63.60
3588.40	65.20
3588.60	65.60
3588.80	66.40
3589.00	66.40
3589.20	66.40
3589.40	68.40
3589.60	69.60
3589.80	68.00
3590.00	67.20
3590.20	66.80
3590.40	65.20
3590.60	68.00
3590.80	70.80
3591.00	69.20
3591.20	67.47
3591.40	71.20
3591.60	69.20
3591.80	63.60
3592.00	64.67
3592.20	67.20
3592.40	67.60
3592.60	67.20
3592.80	67.87
3593.00	68.40
3593.20	65.00
3593.40	66.80
3593.60	67.20
3593.80	65.20
3594.00	66.00
3594.20	66.40
3594.40	68.53
3594.60	69.60
3594.80	66.40
3595.00	67.20
3595.20	70.40
3595.40	67.40
3595.60	66.40
3595.80	71.20
3596.00	69.60
3596.20	70.40
3596.40	67.60
3596.60	69.60
3596.80	69.60
3597.00	70.00
3597.20	68.93
3597.40	68.40
3597.60	66.20
3597.80	67.60
3598.00	70.80
3598.20	71.60
3598.40	72.80
3598.60	72.67
3598.80	71.60
3599.00	67.20
3599.20	68.80
3599.40	67.20
3599.60	68.40
3599.80	67.60
3600.00	67.60
3600.20	67.00
3600.40	66.40
3600.60	66.67
3600.80	69.20
3601.00	69.20
3601.20	65.60
3601.40	65.60
3601.60	65.20
3601.80	68.20
3602.00	70.80
3602.20	70.20
3602.40	69.60
3602.60	70.00
3602.80	70.80
3603.00	70.40
3603.20	71.20
3603.40	68.80
3603.60	71.20
3603.80	71.07
3604.00	70.80
3604.20	72.80
3604.40	72.80
3604.60	70.80
3604.80	69.60
3605.00	68.80
3605.20	67.60
3605.40	68.80
3605.60	68.40
3605.80	67.60
3606.00	65.60
3606.20	66.80
3606.40	65.20
3606.60	64.40
3606.80	66.20
3607.00	70.40
3607.20	70.67
3607.40	68.40
3607.60	68.40
3607.80	66.80
3608.00	65.20
3608.20	65.20
3608.40	67.80
3608.60	69.60
3608.80	68.40
3609.00	72.40
3609.20	72.60
3609.40	67.60
3609.60	66.80
3609.80	66.40
3610.00	66.67
3610.20	69.60
3610.40	69.60
3610.60	68.20
3610.80	68.40
3611.00	70.80
3611.20	68.40
3611.40	68.80
3611.60	68.80
3611.80	68.80
3612.00	68.80
3612.20	68.80
3612.40	68.80
3612.60	69.20
3612.80	71.20
3613.00	67.47
3613.20	69.20
3613.40	68.40
3613.60	68.80
3613.80	66.80
3614.00	70.40
3614.20	72.40
3614.40	69.60
3614.60	67.60
3614.80	68.40
3615.00	67.80
3615.20	67.20
3615.40	68.80
3615.60	67.60
3615.80	65.20
3616.00	65.60
3616.20	64.00
3616.40	64.67
3616.60	67.60
3616.80	68.40
3617.00	69.20
3617.20	70.80
3617.40	70.27
3617.60	69.20
3617.80	71.60
3618.00	73.60
3618.20	68.80
3618.40	66.80
3618.60	68.53
3618.80	71.20
3619.00	73.20
3619.20	73.60
3619.40	69.60
3619.60	67.73
3619.80	67.00
3620.00	67.80
3620.20	68.40
3620.40	68.80
3620.60	69.20
3620.80	68.80
3621.00	67.20
3621.20	70.40
3621.40	71.80
3621.60	73.20
3621.80	75.40
3622.00	74.40
3622.20	72.80
3622.40	68.40
3622.60	64.40
3622.80	64.00
3623.00	64.40
3623.20	66.27
3623.40	68.40
3623.60	70.80
3623.80	69.00
3624.00	70.40
3624.20	67.60
3624.40	67.20
3624.60	66.80
3624.80	69.40
3625.00	69.50
3625.20	70.10
3625.40	69.60
3625.60	71.20
3625.80	71.60
3626.00	71.60
3626.20	70.40
3626.40	71.60
3626.60	69.20
3626.80	69.00
3627.00	69.40
3627.20	71.40
3627.40	73.40
3627.60	74.40
3627.80	71.20
3628.00	69.60
3628.20	67.60
3628.40	70.40
3628.60	66.80
3628.80	68.13
3629.00	69.20
3629.20	71.20
3629.4	68.8
3629.6	68.4
3629.8	65.6
3630	70.8
3630.2	71
3630.4	70.93
3630.6	70.4
3630.8	70.4
3631	69.4
3631.2	67.2
3631.4	66.4
3631.6	67.6
3631.8	72.8
3632	74.4
3632.2	74.4
3632.4	74.8
3632.6	72.8
3632.8	67.2
3633	65.6
3633.2	66.8
3633.4	68.2
3633.6	69.6
3633.8	70.67
3634	70.4
3634.2	70.2
3634.4	72.8
3634.6	71.2
3634.8	70.4
3635	71.2
3635.2	72.6
3635.4	71.47
3635.6	69.6
3635.8	74.6
3636	76.4
3636.2	76.4
3636.4	71.2
3636.6	71
3636.8	72.8
3637	72
3637.2	73
3637.4	71.2
3637.6	71.36
3637.8	71.52
3638	71.2
3638.2	72.8
3638.4	70.8
3638.6	68.8
3638.8	68.4
3639	67.2
3639.2	67.6
3639.4	68.8
3639.6	69.33
3639.8	69.6
3640	70.4
3640.2	72.4
3640.4	73.6
3640.6	72.4
3640.8	71.6
3641	68.8
3641.2	68.4
3641.4	67.2
3641.6	68.4
3641.8	68.8
3642	68.8
3642.2	69.6
3642.4	69.6
3642.6	69
3642.8	70.6
3643	71.33
3643.2	70.8
3643.4	68.6
3643.6	70.4
3643.8	70.8
3644	71.2
3644.2	70.4
3644.4	70.4
3644.6	69.47
3644.8	69.2
3645	66.4
3645.2	67.6
3645.4	70.8
3645.6	71.2
3645.8	73.2
3646	72.8
3646.2	72
3646.4	70.6
3646.6	69.6
3646.8	69.6
3647	68
3647.2	69.2
3647.4	69.2
3647.6	66.8
3647.8	69.6
3648	70.8
3648.2	71.2
3648.4	69.6
3648.6	67.4
3648.8	70.4
3649	71.6
3649.2	73.6
3649.4	74.4
3649.6	73.6
3649.8	70.8
3650	70.8
3650.2	70.8
3650.4	72.8
3650.6	70.8
3650.8	68.4
3651	65.8
3651.2	66.4
3651.4	68.53
3651.6	70.4
3651.8	72.2
3652	72.8
3652.2	73.6
3652.4	71.6
3652.6	73.2
3652.8	68.8
3653	68.8
3653.2	68.8
3653.4	72.6
3653.6	70.8
3653.8	71.2
3654	70.4
3654.2	69.6
3654.4	66.8
3654.6	66.4
3654.8	70.4
3655	69.2
3655.2	70.4
3655.4	70.4
3655.6	71.6
3655.8	69.6
3656	72.4
3656.2	70.4
3656.4	72.8
3656.6	72.8
3656.8	71.8
3657	71.2
3657.2	69.6
3657.4	72
3657.6	74.4
3657.8	71.6
3658	69.6
3658.2	68.2
3658.4	69.6
3658.6	71.6
3658.8	71.2
3659	70.4
3659.2	68.4
3659.4	67.6
3659.6	66.8
3659.8	68.4
3660	70.8
3660.2	73.2
3660.4	71.4
3660.6	71.6
3660.8	71.6
3661	73.47
3661.2	71.6
3661.4	73.2
3661.6	72.4
3661.8	72.8
3662	70.4
3662.2	72.8
3662.4	73.6
3662.6	71.6
3662.8	68.67
3663	67.6
3663.2	69.47
3663.4	70.8
3663.6	71.2
3663.8	72.8
3664	74.4
3664.2	75.8
3664.4	74.8
3664.6	72.67
3664.8	71.6
3665	75.2
3665.2	76.8
3665.4	76.8
3665.6	75.2
3665.8	72.4
3666	69.4
3666.2	70.4
3666.4	70
3666.6	69.6
3666.8	71.2
3667	72.4
3667.2	74.4
3667.4	72.4
3667.6	72.8
3667.8	72.8
3668	73.6
3668.2	74.8
3668.4	75
3668.6	74.6
3668.8	73
3669	72.4
3669.2	73.6
3669.4	73.2
3669.6	69.2
3669.8	70.8
3670	71.07
3670.2	70.2
3670.4	69.4
3670.60	69.60
3670.80	70.80
3671.00	70.00
3671.20	72.80
3671.40	72.80
3671.60	75.70
3671.80	74.30
3672.00	72.40
3672.20	72.80
3672.40	73.60
3672.60	75.20
3672.80	74.80
3673.00	74.80
3673.20	74.00
3673.40	73.33
3673.60	73.60
3673.80	73.60
3674.00	71.20
3674.20	70.20
3674.40	69.20
3674.60	70.80
3674.80	73.20
3675.00	76.40
3675.20	77.20
3675.40	75.60
3675.60	75.47
3675.80	76.80
3676.00	76.20
3676.20	76.20
3676.40	75.00
3676.60	73.40
3676.80	72.80
3677.00	71.40
3677.20	72.80
3677.40	74.80
3677.60	77.20
3677.80	74.80
3678.00	74.80
3678.20	74.80
3678.40	74.60
3678.60	74.60
3678.80	74.00
3679.00	72.80
3679.20	73.60
3679.40	70.20
3679.60	70.80
3679.80	71.80
3680.00	73.33
3680.20	74.40
3680.40	71.80
3680.60	70.80
3680.80	71.20
3681.00	72.40
3681.20	68.40
3681.40	66.00
3681.60	66.40
3681.80	68.00
3682.00	70.80
3682.20	75.20
3682.40	73.60
3682.60	73.60
3682.80	70.80
3683.00	72.40
3683.20	75.80
3683.40	76.90
3683.60	77.10
3683.80	75.40
3684.00	73.00
3684.20	72.80
3684.40	71.60
3684.60	76.80
3684.80	74.40
3685.00	72.40
3685.20	71.20
3685.40	72.20
3685.60	73.20
3685.80	73.00
3686.00	74.40
3686.20	74.40
3686.40	75.60
3686.60	73.20
3686.80	73.00
3687.00	72.80
3687.20	74.00
3687.40	75.00
3687.60	75.00
3687.80	74.00
3688.00	75.60
3688.20	75.60
3688.40	76.80
3688.60	76.20
3688.80	73.60
3689.00	73.60
3689.20	73.20
3689.40	73.00
3689.60	71.60
3689.80	69.60
3690.00	71.60
3690.20	73.20
3690.40	78.80
3690.60	79.60
3690.80	79.40
3691.00	79.20
3691.20	78.00
3691.40	79.60
3691.60	77.20
3691.80	76.80
3692.00	77.60
3692.20	75.60
3692.40	75.60
3692.60	69.73
3692.80	65.20
3693.00	70.40
3693.20	75.00
3693.40	78.80
3693.60	74.80
3693.80	72.20
3694.00	71.60
3694.20	76.80
3694.40	76.40
3694.60	74.80
3694.80	74.80
3695.00	72.80
3695.20	78.00
3695.40	74.80
3695.60	74.80
3695.80	74.40
3696.00	69.60
3696.20	77.20
3696.40	77.60
3696.60	72.80
3696.80	73.20
3697.00	76.40
3697.2	76.4
3697.4	75.6
3697.6	74.8
3697.8	74.4
3698	75.6
3698.2	75.33
3698.4	74.4
3698.6	74
3698.8	74.8
3699	77.6
3699.2	77.6
3699.4	77.2
3699.6	77.2
3699.8	78
3700	79.2
3700.2	76.2
3700.4	74.6
3700.6	73.33
3700.8	72.8
3701	73.2
3701.2	76.4
3701.4	79.2
3701.6	79.6
3701.8	78.8
3702	76.8
3702.2	77.6
3702.4	80.4
3702.6	81.9
3702.8	81.7
3703	80
3703.2	79.47
3703.4	78.8
3703.6	76.4
3703.8	76.4
3704	77.2
3704.2	79.2
3704.4	81
3704.6	79.5
3704.8	76.9
3705	75
3705.2	70.4
3705.4	73.2
3705.6	73.2
3705.8	74.8
3706	74.8
3706.2	75.6
3706.4	77.2
3706.6	77.2
3706.8	77.2
3707	79.2
3707.2	76.4
3707.4	76.4
3707.6	75.2
3707.8	78.8
3708	74.8
3708.2	73.47
3708.4	71.2
3708.6	70.93
3708.8	73.6
3709	74.4
3709.2	69.6
3709.4	70.8
3709.6	71.6
3709.8	77.2
3710	76.4
3710.2	76.4
3710.4	78
3710.6	78.4
3710.8	77.2
3711	76.6
3711.2	77.2
3711.4	75.2
3711.6	77.6
3711.8	77
3712	76.8
3712.2	77.6
3712.4	77.2
3712.6	77.47
3712.8	75.2
3713	70.4
3713.2	77.6
3713.4	78.67
3713.6	79.12
3713.8	78.96
3714	78.8
3714.2	77.6
3714.4	79.6
3714.6	78
3714.8	77.6
3715	77.8
3715.2	79
3715.4	78.8
3715.6	78.8
3715.8	77
3716	75.2
3716.2	74.53
3716.4	74.8
3716.6	77.2
3716.8	77.2
3717	75.6
3717.2	74.8
3717.4	74.8
3717.6	75.6
3717.8	73.47
3718	74.4
3718.2	77
3718.4	77.6
3718.6	77.8
3718.8	77.6
3719	80
3719.2	80.8
3719.4	78.6
3719.6	76.9
3719.8	75.5
3720	75.6
3720.2	75.6
3720.4	76.2
3720.6	74.4
3720.8	72.8
3721	74.8
3721.2	77.6
3721.4	72.4
3721.6	72.4
3721.8	77.6
3722	73.6
3722.2	74.4
3722.4	66.4
3722.6	72.4
3722.8	78
3723	73.6
3723.2	79.6
3723.4	74.4
3723.6	79.2
3723.8	77.2
3724	79.4
3724.2	80
3724.4	79.6
3724.6	80
3724.8	76.8
3725	76.8
3725.2	76.4
3725.4	78.8
3725.6	78.8
3725.8	76.4
3726	74.4
3726.2	73.6
3726.4	76.4
3726.6	75.6
3726.8	74.8
3727	75.07
3727.2	76.8
3727.4	79.2
3727.6	79.6
3727.8	79.6
3728	80.8
3728.2	81.2
3728.4	80.4
3728.6	79.6
3728.8	77.5
3729	77.3
3729.2	75.6
3729.4	79
3729.6	81.2
3729.8	79.2
3730	79.2
3730.2	77.6
3730.4	76.6
3730.6	75.6
3730.8	74.4
3731	77.6
3731.2	76.4
3731.4	75.2
3731.6	78.8
3731.8	77.2
3732	77.2
3732.2	73.6
3732.4	72.2
3732.6	70.8
3732.8	71
3733	71.2
3733.2	71.8
3733.4	70.8
3733.6	74.2
3733.8	76.2
3734	78
3734.2	76.4
3734.4	75.4
3734.6	76.13
3734.8	78
3735	79.2
3735.2	76.4
3735.4	74
3735.6	72.8
3735.8	72.4
3736	73.4
3736.2	75.6
3736.40	79.07
3736.60	79.87
3736.80	78.00
3737.00	79.00
3737.20	77.20
3737.40	75.20
3737.60	72.00
3737.80	72.80
3738.00	70.80
3738.20	71.60
3738.40	75.20
3738.60	78.80
3738.80	79.20
3739.00	77.60
3739.20	79.00
3739.40	78.80
3739.60	79.60
3739.80	79.60
3740.00	80.20
3740.20	78.93
3740.40	79.20
3740.60	78.00
3740.80	77.73
3741.00	77.60
3741.20	77.20
3741.40	80.00
3741.60	79.20
3741.80	80.00
3742.00	78.53
3742.20	78.00
3742.40	78.00
3742.60	75.20
3742.80	76.80
3743.00	75.60
3743.20	75.20
3743.40	74.80
3743.60	77.20
3743.80	77.30
3744.00	75.90
3744.20	71.60
3744.40	72.40
3744.60	71.20
3744.80	74.40
3745.00	73.60
3745.20	76.40
3745.40	75.60
3745.60	76.00
3745.80	74.40
3746.00	76.00
3746.20	76.00
3746.40	74.40
3746.60	76.40
3746.80	76.80
3747.00	78.80
3747.20	76.80
3747.40	77.20
3747.60	72.40
3747.80	71.60
3748.00	77.20
3748.20	75.60
3748.40	81.00
3748.60	79.20
3748.80	77.60
3749.00	75.40
3749.20	78.80
3749.40	80.00
3749.60	78.00
3749.80	78.00
3750.00	80.80
3750.20	80.60
3750.40	78.00
3750.60	75.60
3750.80	71.20
3751.00	70.60
3751.20	73.20
3751.40	74.13
3751.60	75.20
3751.80	74.80
3752.00	73.20
3752.20	74.40
3752.40	74.00
3752.60	73.60
3752.80	75.20
3753.00	75.60
3753.20	73.60
3753.40	72.40
3753.60	72.40
3753.80	73.60
3754.00	73.60
3754.20	74.80
3754.40	75.60
3754.60	76.40
3754.80	75.60
3755.00	74.80
3755.20	74.40
3755.40	72.80
3755.60	71.00
3755.80	71.60
3756.00	73.73
3756.20	76.80
3756.40	75.60
3756.60	75.60
3756.80	73.60
3757.00	72.00
3757.20	72.40
3757.40	72.00
3757.60	72.00
3757.80	72.80
3758.00	77.20
3758.20	76.40
3758.40	74.80
3758.60	72.80
3758.80	72.20
3759.00	70.80
3759.20	72.40
3759.40	73.80
3759.60	74.00
3759.80	73.60
3760.00	73.60
3760.20	74.80
3760.40	74.80
3760.60	74.60
3760.80	74.40
3761.00	73.00
3761.20	71.60
3761.40	70.40
3761.60	70.80
3761.80	70.40
3762.00	73.20
3762.20	73.60
3762.40	78.80
3762.60	75.60
3762.80	74.80
3763.00	72.00
3763.20	71.60
3763.40	72.80
3763.60	73.60
3763.80	74.80
3764.00	74.40
3764.20	74.80
3764.40	81.20
3764.60	80.00
3764.80	78.80
3765.00	76.40
3765.20	77.40
3765.40	76.40
3765.60	76.40
3765.80	75.60
3766.00	75.60
3766.20	75.20
3766.40	70.80
3766.60	72.20
3766.80	72.40
3767.00	75.60
3767.20	78.80
3767.40	76.80
3767.60	77.33
3767.80	75.00
3768.00	71.60
3768.20	70.60
3768.40	68.80
3768.60	68.40
3768.80	71.60
3769.00	72.40
3769.20	74.27
3769.40	72.80
3769.60	73.20
3769.80	70.80
3770.00	74.20
3770.20	75.73
3770.40	72.80
3770.60	72.51
3770.80	71.94
3771.00	71.37
3771.20	70.80
3771.40	71.20
3771.60	70.40
3771.80	69.20
3772.00	75.20
3772.20	76.40
3772.40	79.20
3772.60	78.00
3772.80	73.60
3773.00	72.40
3773.20	72.93
3773.40	73.73
3773.60	74.80
3773.80	73.60
3774.00	76.80
3774.20	77.20
3774.40	78.00
3774.60	76.40
3774.80	78.80
3775.00	77.60
3775.20	75.60
3775.40	72.93
3775.60	73.20
3775.80	76.80
3776.00	76.40
3776.20	75.20
3776.40	71.80
3776.60	70.40
3776.80	72.80
3777.00	75.33
3777.20	77.20
3777.40	77.07
3777.60	75.20
3777.80	77.60
3778.00	81.40
3778.20	82.80
3778.40	81.00
3778.60	75.60
3778.80	74.20
3779.00	72.80
3779.20	73.60
3779.40	76.40
3779.60	75.20
3779.80	78.00
3780.00	76.40
3780.20	74.80
3780.40	74.40
3780.6	72.4
3780.8	71.6
3781	72.93
3781.2	70.4
3781.4	75.2
3781.6	77.6
3781.8	78
3782	78
3782.2	76.8
3782.4	74.67
3782.6	72.6
3782.8	71.4
3783	71.8
3783.2	72.4
3783.4	72.4
3783.6	70.27
3783.8	71.6
3784	73.2
3784.2	77.2
3784.4	77.2
3784.6	77.2
3784.8	76.4
3785	75.6
3785.2	73.2
3785.4	75.6
3785.6	75.6
3785.8	73.2
3786	72.4
3786.2	73.6
3786.4	75.6
3786.6	75.6
3786.8	76.4
3787	78.2
3787.2	78.6
3787.4	77.47
3787.6	74.8
3787.8	68.4
3788	70.4
3788.2	75.6
3788.4	79.2
3788.6	78.93
3788.8	78.4
3789	77.6
3789.2	79
3789.4	78.4
3789.6	76.8
3789.80	74.8
3790.00	77.2
3790.20	78
3790.40	81.2
3790.60	83.2
3790.80	81.2
3791.00	78
3791.20	74.4
3791.40	76.4
3791.60	77.2
3791.80	79.6
3792.00	77.6
3792.20	79
3792.40	80.8
3792.60	80
3792.80	81.2
3793.00	79.6
3793.20	78.8
3793.40	78.27
3793.60	78.4
3793.80	76.8
