Depth	ROP	Gas
3068.2	0.87	157.17
3068.4	0.87	157.12
3068.6	0.63	157.11
3068.8	0.72	158.28
3069	0.77	158.32
3069.2	0.77	158.43
3069.4	0.77	158.49
3069.6	0.77	161.45
3069.8	0.73	161.67
3070	0.73	164.66
3070.2	0.69	167.59
3070.4	0.67	167.66
3070.6	0.69	167.8
3070.8	0.69	167.86
3071	0.69	170.84
3071.2	0.69	171.04
3071.4	0.69	175.14
3071.6	0.78	175.3
3071.8	0.78	179.05
3072	0.71	179.22
3072.2	0.69	182.2
3072.4	0.69	194.48
3072.6	0.69	194.64
3072.8	0.70	194.98
3073	0.68	197.92
3073.2	0.67	198.77
3073.4	0.67	198.94
3073.6	0.77	201.9
3073.8	0.77	202.8
3074	0.77	205.67
3074.2	0.66	208.69
3074.4	0.66	212.22
3074.6	0.66	212.44
3074.8	0.76	215.57
3075	0.78	215.64
3075.2	0.74	215.69
3075.4	0.74	215.74
3075.8	0.74	201.97
3076	28.71	245.89
3076.4	28.71	257.79
3076.6	28.71	263.96
3076.8	0.51	271.66
3077	0.48	272.96
3077.2	0.55	273.2
3077.4	0.79	277.21
3077.6	0.87	280.3
3077.8	0.80	283.2
3078	0.69	289.78
3078.2	0.69	293.02
3078.4	0.68	296.14
3078.6	0.66	296.25
3079	0.66	314.08
3079.2	0.65	314.21
3079.4	0.65	314.49
3079.6	0.65	314.57
3079.8	0.68	317.6
3080	0.68	314.92
3080.2	0.68	314.92
3080.4	0.68	314.91
3080.6	0.68	314.89
3080.8	0.68	314.79
3081	0.68	311.81
3081.2	0.68	298.51
3081.4	0.76	294.91
3081.6	0.76	294.78
3081.8	0.76	291.9
3082	0.66	291.78
3082.2	0.66	291.71
3082.4	0.66	291.65
3082.6	0.68	291.65
3082.8	0.67	250.6
3083	0.67	291.57
3083.2	0.67	291.42
3083.6	0.67	285.54
3083.8	0.67	285.42
3084	0.67	282.55
3084.2	0.66	282.48
3084.4	0.66	279.64
3084.6	0.66	279.6
3084.8	0.66	279.55
3085	0.66	282.36
3085.2	0.65	279.55
3085.4	0.65	279.59
3085.6	0.65	279.64
3085.8	0.65	279.63
3086	0.66	276.88
3086.2	0.66	277.59
3086.6	0.66	277.6
3086.8	0.72	277.69
3087	0.72	325.67
3087.2	0.72	325.07
3087.4	0.72	325.14
3087.6	0.60	325.25
3087.8	4.09	78.56
3088	4.09	78.46
3088.2	4.09	78.37
3088.4	4.09	81.87
3088.6	0.56	110.54
3088.8	0.54	173.94
3089	0.54	182.6
3089.2	0.74	268.06
3089.4	0.70	304.98
3089.6	0.64	327.08
3089.8	0.64	356.73
3090	0.64	370.93
3090.2	0.67	385.81
3090.4	0.67	399.58
3090.6	10.56	306.47
3090.8	10.56	296.07
3091	10.56	282.21
3091.2	0.67	279.17
3091.4	0.67	269.5
3091.6	0.67	256.24
3091.8	0.67	252.11
3092	0.72	245.11
3092.2	0.72	225.97
3092.6	0.59	223.06
3092.8	0.56	213.06
3093	0.60	212.58
3093.4	0.60	206.85
3093.6	0.58	196.14
3093.8	0.58	189.45
3094	0.58	148.8
3094.2	0.61	291.13
3094.4	0.61	324.84
3094.6	0.56	172.49
3094.8	0.56	166.05
3095	0.56	159.44
3095.2	0.65	158.73
3095.4	0.60	158.58
3095.6	0.60	155.13
3095.8	0.60	154.54
3096	4.25	150.87
3096.2	2.50	146.75
3096.4	0.96	147
3096.6	2.03	148.32
3096.8	2.43	151.5
3097	3.02	155.55
3097.2	3.34	191.47
3097.4	2.51	227.12
3097.6	2.76	268.68
3097.8	3.20	328.93
3098	3.75	349.42
3098.2	3.26	388.68
3098.4	3.19	399.16
3098.6	4.21	409.01
3098.8	3.09	411.82
3099	3.09	280.03
3099.2	3.09	276.94
3099.4	0.75	272.86
3099.6	0.75	265.03
3099.8	0.75	265.03
3100	0.75	264.59
3100.2	0.75	250.79
3100.4	0.75	238.6
3100.6	0.75	229.4
3100.8	0.64	222.91
3101	0.64	219.27
3101.2	0.64	215.58
3101.4	0.64	215.48
3101.6	0.64	212.23
3101.8	0.64	211.51
3102	0.64	211.2
3102.2	0.60	205.17
3102.4	0.60	197.5
3102.6	0.63	195.73
3103	0.63	195.19
3103.2	0.61	194.82
3103.4	0.61	194.56
3103.8	0.57	194.11
3104	0.64	193.6
3104.2	0.64	158.8
3104.4	0.70	192.62
3104.6	0.70	158.2
3105	0.70	158.2
3105.2	0.70	158.2
3105.4	0.73	191.87
3105.6	0.73	191.69
3105.8	0.73	191.56
3106.2	0.66	191.36
3106.4	2.38	127.59
3106.6	0.93	131.67
3106.8	2.21	145.96
3107	6.13	150.97
3107.2	5.76	151.87
3107.4	6.70	194.65
3107.6	3.42	249.36
3107.8	2.34	263.96
3108	3.64	350.69
3108.2	4.31	379.53
3108.4	6.53	472.48
3108.6	6.53	392.82
3108.8	1.32	386.3
3109	1.16	380.39
3109.2	1.16	374.67
3109.4	1.16	365.52
3109.6	0.73	352.92
3109.8	0.73	342.95
3110.2	0.66	337.08
3110.4	0.64	333.68
3110.6	0.64	330.42
3110.8	0.64	327.02
3111	0.71	327.02
3111.2	0.69	327.62
3111.4	0.75	328.82
3111.6	0.75	330.62
3111.8	0.74	331.22
3112	0.73	334.62
3112.2	0.74	337.42
3112.4	0.76	337.42
3112.6	0.76	343.02
3112.8	0.78	345.82
3113	0.77	362.62
3113.2	0.77	386.22
3113.4	0.70	400.82
3113.6	0.70	435.02
3113.8	0.70	470.62
3114	0.73	481.82
3114.2	0.74	487.42
3114.4	0.74	496.42
3114.6	0.70	511.02
3115	0.68	564.59
3115.2	1.13	564.94
3115.4	0.97	600.33
3115.6	1.14	610.97
3115.8	1.02	622.51
3116	1.02	635.53
3116.2	0.65	641.8
3116.4	0.79	642.03
3116.6	1.08	645.1
3116.8	1.08	642.49
3117	0.68	642.49
3117.2	0.68	642.36
3117.4	0.66	642.32
3117.6	0.67	636.44
3117.8	0.70	626.49
3118	0.70	613.84
3118.2	0.70	589.07
3118.4	0.68	534.45
3118.6	0.71	520.71
3118.8	0.75	517
3119	0.75	488.87
3119.2	0.75	475.39
3119.4	0.62	467.62
3119.6	0.70	452.48
3119.8	1.22	426
3120	1.04	409.2
3120.2	0.70	390.66
3120.4	0.64	371.63
3120.6	0.68	368.72
3120.8	0.75	359.97
3121	0.75	339.56
3121.2	0.72	333.76
3121.4	0.68	327.59
3121.6	0.69	324.6
3121.8	0.77	317.89
3122	0.77	308.75
3122.2	0.77	302.81
3122.4	0.77	302.68
3122.6	0.70	296.11
3122.8	0.70	293.08
3123	0.66	289.24
3123.4	0.66	286.11
3123.6	0.71	285.73
3123.8	0.71	285.46
3124	0.70	285.21
3124.2	0.72	285.14
3124.4	0.71	285.78
3124.6	0.71	285.79
3124.8	0.75	302.45
3125	2.10	305.44
3125.2	2.78	318.15
3125.4	2.11	364.91
3125.6	2.03	396.27
3125.8	3.82	474.55
3126	2.08	488.11
3126.2	3.18	495.44
3126.4	5.04	145.83
3126.6	2.86	554.89
3126.8	2.55	724.51
3127	2.11	1185.92
3127.2	2.63	1247.37
3127.4	3.20	1314.65
3127.6	1.11	1308
3127.8	1.11	1292.79
3128	0.63	1277.6
3128.2	0.64	1264.55
3128.4	1.48	1196.56
3128.6	1.48	726.38
3128.8	1.48	689
3129	1.48	649.57
3129.2	0.72	603.3
3129.4	0.77	572.38
3129.6	0.86	563.73
3129.8	0.81	494.46
3130	0.81	484
3130.2	0.81	461.93
3130.4	0.81	451.41
3130.6	0.81	441.64
3130.8	0.81	413.85
3131	0.80	364.98
3131.2	0.80	349.6
3131.4	0.80	340.17
3131.6	0.77	335.5
3131.8	0.77	316.32
3132	0.80	299.43
3132.2	0.81	145.19
3132.4	0.80	138.93
3132.6	0.77	135.88
3132.8	0.76	134.98
3133	0.76	134.62
3133.2	0.76	134.6
3133.4	0.77	137.2
3133.6	0.79	137.98
3133.8	0.83	150.27
3134	0.83	156.65
3134.2	0.90	213.32
3134.4	0.90	217.48
3134.6	1.02	229.98
3134.8	1.91	233.82
3135	13.07	283.59
3135.2	7.30	293.16
3135.4	1.85	312.36
3135.6	12.50	416.2
3135.8	4.49	447.34
3136	9.92	570.88
3136.2	2.99	694.86
3136.4	4.45	1196.77
3136.6	2.55	1226.08
3136.8	2.01	1274.51
3137	2.15	1291.52
3137.2	2.59	1294.85
3137.4	2.59	1295.01
3137.6	1.40	548.53
3137.8	0.80	541.15
3138	0.71	523.79
3138.2	0.67	520.3
3138.4	0.76	503.26
3138.6	0.90	468.53
3138.8	0.89	458.84
3139	0.89	453.05
3139.2	0.72	430.7
3139.4	0.71	430.09
3139.6	0.71	423.28
3139.8	0.85	407.58
3140	0.83	404.35
3140.2	0.74	398.13
3140.4	0.74	395.1
3140.6	0.78	385.63
3140.8	0.78	381.13
3141	0.78	380.84
3141.2	0.78	377.77
3141.4	0.78	377.37
3141.6	0.74	375.65
3141.8	0.75	375.4
3142	0.75	375.22
3142.2	0.75	372.12
3142.4	0.76	372
3142.6	0.76	372.54
3142.8	0.75	369.57
3143	0.75	369.51
3143.2	0.71	370.03
3143.4	0.72	367.05
3143.6	0.80	366.81
3143.8	3.38	398.97
3144	1.91	399.08
3144.2	1.42	413.49
3144.4	1.84	463.27
3144.6	2.37	491.42
3144.8	1.98	592.62
3145	1.98	1182.54
3145.2	2.20	671.82
3145.4	6.67	1189.6
3145.6	5.48	1220.25
3145.8	5.48	1229.71
3146	1.66	721.81
3146.2	1.66	679.81
3146.4	0.86	675.81
3146.6	0.87	580.4
3146.8	0.87	574.8
3147	0.86	544
3147.2	0.86	542.4
3147.4	0.85	539.6
3147.6	0.85	532.8
3147.8	0.83	524.4
3148	0.83	513.2
3148.2	0.80	513.2
3148.4	0.76	509.6
3148.6	0.83	506.8
3148.8	0.79	506.8
3149	0.82	506.8
3149.2	0.93	509.6
3149.4	0.97	509.6
3149.6	0.96	509.6
3149.8	0.90	512.4
3150	0.84	520.8
3150.2	0.84	523.6
3150.4	0.71	534.8
3150.6	0.63	540.4
3150.8	0.73	550
3151	0.73	644.7
3151.2	0.82	656.58
3151.4	0.77	662.18
3151.6	0.77	684.19
3151.8	0.77	708.54
3152	0.81	1147.37
3152.2	0.83	1156.4
3152.4	0.82	1163.35
3152.6	0.82	1169.3
3152.8	0.82	1182.85
3153	0.82	173.61
3153.2	0.82	174.15
3153.4	32.43	706.86
3153.6	2.12	687.19
3153.8	2.12	659.62
3154	1.15	650.78
3154.2	1.15	630.07
3154.6	0.57	615.36
3154.8	1.69	604.87
3155	1.69	600.39
3155.2	1.69	591.34
3155.4	0.55	579.42
3155.6	0.75	569.39
3155.8	0.75	528.38
3156	1.12	528.21
3156.2	1.12	184.99
3156.4	0.73	181.53
3156.6	0.73	171.81
3156.8	0.76	131.8
3157	0.76	129
3157.2	0.78	159.94
3157.4	0.74	129
3157.6	0.74	208.34
3157.8	0.67	265.15
3158	0.75	294.35
3158.2	0.75	346.75
3158.4	0.73	350.15
3158.8	0.72	374.35
3159	0.90	383.35
3159.2	0.92	395.15
3159.4	0.92	410.62
3159.6	0.80	418.02
3159.8	0.80	426.42
3160	0.80	434.38
3160.2	0.80	440.54
3160.4	0.80	443.34
3160.6	0.77	462.94
3160.8	0.77	474.36
3161	0.77	480.56
3161.2	0.89	484.83
3161.4	0.89	440.8
3161.6	0.79	460.4
3161.8	0.74	466.6
3162	0.75	480.8
3162.2	0.75	498.2
3162.4	0.75	503.8
3162.6	0.71	521.2
3162.8	0.71	528
3163	1.97	587.6
3163.2	1.41	558.4
3163.4	0.93	543.2
3163.6	0.93	534.8
3163.8	0.62	529.6
3164	0.74	515.6
3164.2	0.74	474
3164.4	1.27	470.6
3164.6	0.84	468.4
3164.8	0.84	510.93
3165	0.70	501.62
3165.2	0.81	500.73
3165.4	0.87	496.93
3165.6	0.80	493.53
3165.8	0.74	486.39
3166	0.74	478.99
3166.2	0.87	478.14
3166.4	0.83	459.45
3166.6	0.83	444.03
3166.8	0.83	428.8
3167	0.83	419.19
3167.2	0.76	416.23
3167.4	0.85	405.65
3167.6	0.85	382.5
3167.8	0.85	372.8
3168	1.37	368.12
3168.2	1.37	345.59
3168.4	1.09	336
3168.6	1.06	326.24
3168.8	3.25	316.19
3169	1.30	306.47
3169.2	1.30	300.25
3169.4	1.36	296.38
3169.6	1.37	287.43
3169.8	5.54	281.02
3170	4.47	240.29
3170.2	3.51	222.87
3170.4	3.56	212.65
3170.6	4.45	205.13
3170.8	26.43	199.18
3171	7.50	186.61
3171.2	3.17	174.13
3171.4	2.75	145.52
3171.6	6.79	145.2
3171.8	4.39	99.02
3172	2.33	145.35
3172.2	2.51	205.13
3172.4	1.93	292.08
3172.6	2.44	299.05
3172.8	2.52	321.01
3173	2.39	331.68
3173.2	2.71	344.43
3173.4	2.92	347.59
3173.6	1.74	347.97
3173.8	2.45	348.21
3174	2.36	348.32
3174.2	12.77	348.25
3174.4	3.42	318.47
3174.6	2.07	309.09
3174.8	2.13	300.14
3175	2.13	289.24
3175.2	2.06	283.59
3175.4	1.65	276.88
3175.6	1.81	266.1
3175.8	1.78	259.84
3176	1.83	253.17
3176.2	1.70	249.83
3176.4	1.71	243.08
3176.6	1.72	236.25
3176.8	1.72	223.73
3177	1.65	223.49
3177.2	1.68	223.39
3177.4	20.48	223.07
3177.6	10.73	219.61
3177.8	9.43	216.79
3178	9.01	216.77
3178.2	10.45	191.6
3178.4	9.88	202.39
3178.6	9.32	205.85
3178.8	9.09	206.08
3179	10.64	208.52
3179.2	9.42	209.6
3179.4	10.05	209.57
3179.6	10.49	206.59
3179.8	10.02	208.34
3180	9.71	202.21
3180.2	10.20	159.55
3180.4	8.94	163.99
3180.6	9.72	163.92
3180.8	9.08	154.63
3181	8.82	190.94
3181.2	8.76	243.72
3181.4	3.34	394.61
3181.6	3.11	398.44
3181.8	4.41	407.98
3182	4.06	415.1
3182.2	3.18	424.81
3182.4	3.33	437.16
3182.6	2.22	443.79
3182.8	3.07	449.94
3183	3.26	456.55
3183.2	2.55	459.61
3183.4	2.73	462.75
3183.6	2.73	462.76
3183.8	2.16	462.43
3184	2.55	459.46
3184.2	2.46	462.54
3184.4	2.45	462.72
3184.6	2.35	462.82
3184.8	2.32	472.32
3185	2.27	475.49
3185.2	2.12	481.16
3185.4	2.14	85.08
3185.6	2.01	80.46
3185.8	2.00	154.64
3186	1.95	320.14
3186.2	1.90	380.34
3186.4	1.89	396.14
3186.6	1.85	416.72
3186.8	1.86	427.76
3187	1.86	434.32
3187.2	1.89	434.41
3187.4	1.96	434.48
3187.6	1.99	428.85
3187.8	2.07	416.6
3188	2.04	399.08
3188.2	1.82	378.27
3188.4	1.82	364.58
3188.6	1.91	329.73
3188.8	1.85	316.91
3189	1.83	308.76
3189.2	2.02	299.83
3189.4	1.81	296.19
3189.6	1.79	293.05
3189.8	1.80	289.57
3190	1.80	286.28
3190.2	1.81	285.4
3190.4	1.80	282.5
3190.6	2.24	282.43
3190.8	2.32	281.88
3191	2.48	285.55
3191.2	2.20	289.23
3191.4	2.19	299.36
3191.6	8.15	477.22
3191.8	2.16	484.13
3192	2.16	524.02
3192.2	0.74	484.46
3192.4	2.52	499.07
3192.6	2.44	508.25
3192.8	4.23	551.68
3193	4.23	563.43
3193.2	1.68	569.83
3193.4	1.98	576.1
3193.6	1.98	582.97
3193.8	2.24	593.08
3194	1.91	593.3
3194.2	1.74	593.26
3194.4	1.64	593.22
3194.6	1.64	589
3194.8	1.62	588.84
3195	1.55	585.91
3195.2	1.41	581.07
3195.4	1.86	577.82
3195.6	1.71	544.27
3195.8	1.68	523.08
3196	1.78	506.15
3196.2	1.74	456.71
3196.4	1.63	452.92
3196.6	1.69	435.84
3196.8	1.78	409.3
3197	1.64	397.43
3197.2	2.08	378.96
3197.4	1.96	368.38
3197.6	1.71	347.2
3197.8	1.78	342.31
3198	1.68	332.56
3198.2	1.68	328.63
3198.4	1.73	325.27
3198.6	1.62	322.17
3198.8	1.67	322
3199	1.66	322.64
3199.2	1.52	327.6
3199.4	1.56	337.48
3199.6	1.77	340.55
3199.8	1.60	346.47
3200	1.39	364.55
3200.2	1.78	375.35
3200.4	1.63	404.17
3200.6	1.61	419.67
3200.8	1.63	434.68
3201	1.46	142.24
3201.2	1.54	126.95
3201.4	15.96	1201.71
3201.6	1.76	1228.94
3201.8	1.33	1269.49
3202	1.12	1285.69
3202.2	1.26	1324.68
3202.4	1.46	1334.95
3202.6	1.46	1337.37
3202.8	1.15	1344.43
3203	1.48	1351.66
3203.2	1.74	1359.96
3203.4	1.74	1363.67
3203.6	1.43	1366.04
3203.8	1.28	1368.46
3204	1.15	1370.51
3204.2	1.15	1369.28
3204.4	1.41	1367.04
3204.6	1.42	1361.34
3204.8	1.42	1350.35
3205	1.52	1344.63
3205.2	1.71	1328.09
3205.4	1.27	1300.09
3205.6	1.19	1273.91
3205.8	1.19	1226.58
3206	1.51	1202.39
3206.2	1.59	1164.64
3206.4	1.70	720.91
3206.6	1.70	628.13
3206.8	1.65	613.87
3207	1.55	562.67
3207.2	1.51	523.7
3207.4	1.53	487.85
3207.6	1.57	442.28
3207.8	1.60	411.94
3208	1.61	385.36
3208.2	1.32	363.41
3208.4	1.54	346.86
3208.6	1.66	339.81
3208.8	1.38	312.95
3209	1.38	267.68
3209.2	1.55	239.84
3209.4	1.53	198.33
3209.6	1.42	188.61
3209.8	1.96	171.54
3210	6.01	160.55
3210.2	3.54	150.26
3210.4	2.87	142.3
3210.6	2.48	136.3
3210.8	5.00	129.42
3211	1.84	102.29
3211.2	1.84	105.76
3211.4	15.79	228.99
3211.6	5.09	308.13
3211.8	4.12	343.7
3212	4.23	536.37
3212.2	12.20	708.9
3212.4	6.77	1272.9
3212.6	3.89	1296.45
3212.8	4.60	1312.08
3213	2.72	1145.94
3213.2	2.05	1277.58
3213.4	2.13	1367.82
3213.6	2.13	1374.1
3213.8	1.76	1372.38
3214	1.76	1372.84
3214.2	2.05	1374.14
3214.4	1.97	1374.2
3214.6	1.98	1374.17
3214.8	1.85	1373.7
3215	1.78	1360.66
3215.2	1.80	1352.63
3215.4	1.72	1331.47
3215.6	1.75	1298.74
3215.8	1.70	1254.87
3216	1.67	1199.35
3216.2	1.67	1194.57
3216.4	1.65	1144.23
3216.6	1.69	665.73
3216.8	1.69	606.87
3217	1.62	579.42
3217.2	1.60	517.23
3217.4	1.69	480.63
3217.6	1.68	441.21
3217.8	1.73	407.01
3218	1.73	392.63
3218.2	1.75	349.77
3218.4	1.75	330.96
3218.6	1.67	312.45
3218.8	1.69	225.86
3219	1.65	190.05
3219.2	1.65	177.84
3219.4	1.68	174.44
3219.6	1.66	174.04
3219.8	1.56	173.93
3220	1.56	173
3220.2	1.48	170.02
3220.4	1.47	170.02
3220.6	1.53	135.8
3220.8	1.56	135.8
3221	1.63	166.7
3221.2	1.63	166.49
3221.4	1.06	176.88
3221.6	8.05	184.61
3221.8	8.21	191.88
3222	8.71	227.76
3222.2	7.23	261.34
3222.4	7.65	298.4
3222.6	6.98	326.6
3222.8	6.13	399.8
3223	5.48	407.62
3223.2	5.07	446.41
3223.4	4.77	460.16
3223.6	1.48	439.44
3223.8	1.45	422.92
3224	2.22	410.86
3224.2	1.98	381.47
3224.4	1.84	356.63
3224.6	1.84	334.95
3224.8	1.65	308.01
3225	1.90	291.21
3225.2	1.82	280.52
3225.4	1.79	267.62
3225.6	1.79	260.57
3225.8	1.73	254.04
3226	1.67	247.27
3226.2	1.65	243.74
3226.4	1.89	240.58
3226.6	1.89	240.13
3226.8	1.89	239.48
3227	1.74	244.3
3227.2	1.88	247.32
3227.4	1.80	250.86
3227.6	1.67	253.16
3227.8	1.84	259.2
3228	1.84	259.52
3228.2	2.17	259.56
3228.4	2.19	259.38
3228.6	2.30	259.35
3228.8	2.30	256.19
3229	2.63	252.38
3229.2	3.86	207.24
3229.4	3.11	231.46
3229.6	4.38	256.41
3229.8	4.38	254.74
3230	1.03	293.7
3230.2	1.03	103.39
3230.4	3.52	111.03
3230.6	3.47	175.18
3230.8	7.78	389.19
3231	3.66	398.06
3231.2	2.75	398.56
3231.4	2.70	402
3231.6	2.53	405.38
3231.8	2.46	408.75
3232	2.38	411.8
3232.2	2.45	414.8
3232.4	2.40	417.95
3232.6	2.42	418.05
3232.8	2.32	418.12
3233	2.29	417.41
3233.2	2.15	414.23
3233.4	2.31	410.53
3233.6	1.65	407.39
3233.8	1.65	403.74
3234	2.28	399.97
3234.2	2.28	385.77
3234.4	2.31	359.65
3234.6	2.27	344.5
3234.8	2.25	328.28
3235	2.13	297.93
3235.2	2.10	295.06
3235.4	2.00	286.4
3235.6	2.25	282.76
3235.8	2.11	275.68
3236	2.11	268.02
3236.2	2.09	259.04
3236.4	2.14	240.02
3236.6	2.25	253.88
3236.8	2.25	258.09
3237	2.03	260.38
3237.2	2.15	261.14
3237.4	2.18	261.14
3237.6	2.18	260.47
3237.8	2.03	262.18
3238	2.06	276.83
3238.2	1.98	282.92
3238.4	2.11	286.26
3238.6	2.13	289.41
3238.8	1.92	303.27
3239	1.92	305.79
3239.2	6.90	311.94
3239.4	6.90	260.62
3239.6	6.90	247.12
3239.8	1.50	241.07
3240	1.50	230.83
3240.2	2.10	225.96
3240.4	1.98	217.28
3240.6	2.02	208.03
3240.8	1.98	203.18
3241	1.98	185.54
3241.2	1.91	179.71
3241.4	1.85	166.02
3241.6	1.96	162.11
3241.8	1.94	155.44
3242	1.90	151.52
3242.2	1.87	148.4
3242.4	1.79	144.22
3242.6	1.79	143.89
3242.8	1.79	140.67
3243	1.75	140.5
3243.2	1.79	137.25
3243.4	1.80	136.31
3243.6	1.73	133.21
3243.8	2.63	133.13
3244	7.43	378.4
3244.2	1.64	366.05
3244.4	1.64	363.15
3244.6	1.64	360.1
3244.8	1.80	356.31
3245	1.80	332.01
3245.2	1.82	304.2
3245.4	1.67	275.99
3245.6	1.64	263.24
3245.8	1.64	259.99
3246	1.60	259.17
3246.2	1.64	255.45
3246.4	1.65	249.8
3246.6	1.67	229.02
3246.8	1.69	225.28
3247	1.66	218.92
3247.2	1.68	211.41
3247.4	1.68	207.48
3247.6	1.61	204.24
3247.8	1.61	201.15
3248	1.57	200.3
3248.2	1.60	197.33
3248.4	1.58	196.61
3248.6	1.58	196.58
3248.8	1.74	193.34
3249	8.98	193.32
3249.2	1.86	194.84
3249.4	0.90	194.92
3249.6	3.62	198.65
3249.8	12.27	205.61
3250	7.61	205.52
3250.2	7.85	201.37
3250.4	10.12	216.64
3250.6	3.69	44.71
3250.8	7.01	161.79
3251	2.35	170.17
3251.2	2.74	190.29
3251.4	2.62	200.17
3251.6	1.83	206.14
3251.8	2.13	209.96
3252	2.11	213.32
3252.2	1.68	218.03
3252.4	1.68	221.83
3252.6	1.94	228.32
3252.8	1.94	205.8
3253	1.94	239.61
3253.2	1.66	245.81
3253.4	1.72	246.11
3253.6	1.74	249.16
3253.8	1.77	252.41
3254	1.78	252.58
3254.2	1.78	96.02
3254.4	1.73	96.11
3254.6	1.73	173.95
3254.8	1.77	150.59
3255	1.79	151.54
3255.2	1.79	163.73
3255.4	1.84	182.35
3255.6	1.68	188.88
3255.8	1.68	191.61
3256	1.73	194.12
3256.2	1.73	193.53
3256.4	1.74	192.82
3256.6	1.65	189.22
3256.8	1.65	182.19
3257	1.60	175.58
3257.2	1.76	169.95
3257.4	1.54	168.41
3257.6	1.56	163.49
3257.8	1.61	160.32
3258	1.54	154.47
3258.2	1.54	151.4
3258.4	1.52	148.26
3258.6	1.52	145.12
3258.8	8.63	144.88
3259	1.73	120.98
3259.2	1.08	120.91
3259.4	13.54	115.09
3259.6	5.47	112.76
3259.8	10.10	107.28
3260	12.90	114.81
3260.2	8.75	126.56
3260.4	5.47	135.77
3260.6	7.25	141.28
3260.8	6.94	147.65
3261	5.19	151.81
3261.2	8.20	167.6
3261.4	4.58	185.28
3261.6	4.52	242.98
3261.8	2.29	246.07
3262	1.53	252.04
3262.2	1.55	255.15
3262.4	1.59	255.35
3262.6	1.59	255.45
3262.8	1.53	98.98
3263	1.53	261.48
3263.2	1.53	261.53
3263.4	2.09	261.04
3263.6	1.29	261.13
3263.8	1.49	260.54
3264	1.49	259.3
3264.2	1.28	259.23
3264.4	1.51	259.17
3264.6	1.51	249.98
3264.8	1.37	246.16
3265	1.72	239.42
3265.2	1.19	239.17
3265.4	1.19	223.3
3265.6	1.53	216.16
3265.8	1.22	211.25
3266	1.51	116.87
3266.2	1.51	116.1
3266.4	1.51	113.04
3266.6	1.74	110.17
3266.8	1.44	119.57
3267	1.27	124.6
3267.2	1.17	124.94
3267.4	1.29	128.01
3267.6	1.30	128.15
3267.8	1.30	127.03
3268	39.22	195.22
3268.2	2.35	199.07
3268.4	2.35	205.04
3268.6	0.93	208.3
3268.8	1.68	217.8
3269	1.68	224.46
3269.2	1.42	224.74
3269.4	1.42	229.4
3269.6	1.33	233.28
3269.8	1.33	238.14
3270	1.33	241.87
3270.2	1.33	242.07
3270.4	1.35	245.16
3270.6	1.33	248.39
3270.8	1.35	250.86
3271	1.40	251.03
3271.2	1.33	254.74
3271.4	1.31	254.74
3271.6	1.28	97.94
3271.8	1.30	98.4
3272	1.22	260.93
3272.2	1.62	261.12
3272.4	1.53	261.27
3272.6	1.35	261.35
3272.8	1.35	261.31
3273	1.17	261.3
3273.2	1.17	98.87
3273.4	1.18	251.96
3273.6	1.18	250.98
3273.8	1.18	248.16
3274	1.38	247.72
3274.2	1.38	241.6
3274.4	1.38	232.1
3274.6	1.38	226.12
3274.8	1.35	216.8
3275	1.35	210.1
3275.2	1.35	206.08
3275.4	1.86	198.97
3275.6	1.86	182.17
3275.8	1.41	178.47
3276	1.41	174.39
3276.2	1.23	171.32
3276.4	1.65	162.4
3276.6	1.65	159.09
3276.8	1.30	157.18
3277	1.23	153.9
3277.2	1.17	153.66
3277.4	1.23	150.5
3277.6	1.42	146.82
3277.8	1.42	146.55
3278	4.10	144.11
3278.4	4.10	149.04
3278.6	3.48	155.16
3278.8	3.87	115.38
3279	5.29	157.28
3279.2	3.17	167.77
3279.4	3.57	179.24
3279.6	2.60	185.61
3279.8	3.82	200.84
3280	2.97	250.33
3280.2	1.82	254.22
3280.4	1.36	254.22
3280.6	1.36	260.97
3280.8	1.43	264.28
3281	1.43	264.41
3281.2	1.16	267.51
3281.4	1.13	270.58
3281.6	1.15	273.66
3281.8	1.15	273.84
3282	1.15	276.8
3282.2	1.18	276.89
3282.4	1.18	276.96
3282.6	1.18	279.84
3282.8	1.32	281.14
3283	1.26	284.14
3283.2	1.26	284.15
3283.4	1.36	283.51
3283.6	1.18	278.62
3283.8	1.12	274.98
3284	1.12	274.27
3284.2	1.33	270.59
3284.4	1.42	263.91
3284.6	1.41	254.48
3284.8	1.13	242.77
3285	1.13	236.44
3285.2	1.13	230.24
3285.4	1.25	214.61
3285.6	1.38	137.65
3285.8	1.38	133.85
3286	1.18	132.1
3286.2	1.13	134.67
3286.4	1.17	138.39
3286.6	1.37	144.53
3286.8	1.28	144.75
3287	5.28	227.64
3287.2	1.68	227.91
3287.4	1.68	230.87
3287.6	0.86	234.3
3287.8	1.43	235.01
3288	1.37	238.3
3288.2	1.37	241.18
3288.4	1.11	247.29
3288.6	1.20	250.17
3288.8	1.15	254.04
3289	1.15	254.19
3289.2	1.16	260.11
3289.4	1.16	260.84
3289.6	1.16	265.7
3289.8	1.17	268.95
3290	1.16	271.84
3290.2	1.13	272
3290.4	1.12	276.64
3290.6	1.12	276.92
3290.8	1.11	279.83
3291	1.13	280.02
3291.2	1.17	279.4
3291.4	1.16	279.22
3291.6	1.16	278.52
3291.8	1.14	278.38
3292	1.14	189.05
3292.2	1.19	186.02
3292.4	1.17	177.28
3292.6	1.17	174.14
3292.8	1.13	176.99
